,Asset,RVRF,cantidad,Run Fondo
821,EXT,RV,96.249,9352
822,NAC,RV,99.47200000000002,9362
823,EXT,RF,78.218,9365
824,NAC,RF,18.403,9365
825,EXT,RV,67.561,9371
826,NAC,RV,31.755999999999997,9371
827,EXT,RV,96.66199999999998,9372
828,NAC,RF,99.30000000000001,9399
829,NAC,RF,74.312,9405
830,NAC,RV,14.277,9405
831,EXT,RF,74.34200000000001,9412
832,NAC,RF,22.186,9412
833,NAC,RV,93.96599999999998,9414
834,NAC,RF,99.321,9421
835,NAC,RF,92.83099999999999,9422
836,NAC,RF,82.71499999999992,9426
837,EXT,RV,11.368,9428
838,NAC,RV,83.413,9428
839,EXT,RV,7.589,9429
840,NAC,RV,90.33300000000001,9429
841,EXT,RV,2.882,9430
842,NAC,RV,95.37700000000001,9430
843,EXT,RV,8.76,9431
844,NAC,RV,88.252,9431
845,EXT,RV,4.949,9432
846,NAC,RV,92.79899999999999,9432
847,EXT,RF,67.457,9440
848,NAC,RF,15.077000000000002,9440
849,EXT,RF,47.138000000000005,9445
850,NAC,RF,52.341,9445
851,EXT,RV,99.964,9447
852,EXT,RF,85.90499999999999,9449
853,NAC,RF,8.213,9449
854,EXT,RV,33.855,9450
855,NAC,RV,64.083,9450
856,EXT,RV,94.33500000000001,9456
857,NAC,RV,4.166,9456
858,EXT,RF,67.763,9457
859,NAC,RF,20.067,9457
860,EXT,RV,75.462,9473
861,NAC,RF,1.06,9473
862,NAC,RV,19.938,9473
863,EXT,RV,48.910000000000004,9474
864,NAC,RV,47.480999999999995,9474
865,NAC,RF,81.92299999999999,9484
866,EXT,RV,99.972,9487
867,NAC,RV,99.42800000000001,9489
